Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer,Explanation,Source
"Una transacción de venta de una propiedad de alquiler se cierra el 16 de Diciembre. El arrendador recibió el alquiler de diciembre de $713 el 1 de diciembre. Suponiendo que el día de cierre es el del vendedor y que se utiliza el método de 365 días para el prorrateo, ¿cuál de las siguientes entradas aparecería en el estado de liquidación?",Vendedor de débito $345.00,Vendedor a crédito $713.00,Comprador de débito $345.00,Comprador a crédito $368.00,1,,PREP-FL-Spanish Quizzes P.75.
¿Cuál de las siguientes personas que vende un tiempo compartido debe tener una licencia de bienes raíces?,Una propietaria vendiendo un tiempo compartido que ocupa,Cualquier persona a la que se le pague una comisión por vender el tiempo compartido,Un individuo asalariado que vende tiempos compartidos para un desarrollador,Un asistente de desarrollador que vende el tiempo compartido como un favor al desarrollador sin compensación,2,,PREP-FL-Spanish Quizzes P.76.
Los acuerdos de listeado se rigen por dos cuerpos de leyes. Estas son las leyes de la agencia y,leyes contractuales,leyes consuetudinarias,leyes estatutarias,jurisprudencia,1,,PREP-FL-Spanish Quizzes P.77.
"En el proceso de contratación, el licenciatario debe tener cuidado de evitar",dar al mandante cualquier consejo sobre la transacción,describir los requisitos normales de un contrato a un cliente,redactar un contrato ilegalmente,señalando a los directores la importancia de cumplir con los plazos de contingencia,3,,PREP-FL-Spanish Quizzes P.78.
"Si una licencia se expide por un error de la Comisión, la Comisión puede justificadamente",cobrar al licenciatario una tarifa punitiva,presentar una demanda civil para recuperar la licencia,remita el caso a mediación,revocar la licencia sin perjuicio,4,,PREP-FL-Spanish Quizzes P.79.
Un corredor responsable de manejar una cuenta fiduciaria está violando la ley al,depositar un cheque de garantía en una cuenta personal,seguir las instrucciones del vendedor de retener un cheque de garantía sin cobrar,retirar una comisión devengada de una cuenta fiduciaria sin el permiso de la institución depositaria,abrir una cuenta que nombre al licenciatario como fideicomisario de la cuenta,1,,PREP-FL-Spanish Quizzes P.80.
El envío de correos electrónicos comerciales no solicitados a teléfonos celulares está prohibido por la,Ley de Prevención de Basura Telefónica de Florida,Ley CAN-SPAM,Reglas FREC,Ley de licencias de Florida,2,,PREP-FL-Spanish Quizzes P.81.
¿Cuál de las siguientes acciones por parte de un licenciatario de bienes raíces de Florida violaría una ley federal o de telemercadeo de Florida?,Llamar a un cliente potencial a las 9:00 a.m.,Llamar a alguien de la lista de clientes de otro licenciatario,Llamar a un vendedor potencial para solicitar un anuncio,Llamar a un cliente potencial mientras se bloquea el identificador de llamadas,4,,PREP-FL-Spanish Quizzes P.82.
Un arrendador se niega a alquilar a una mujer embarazada soltera. La mujer siente que ha habido una discriminación ilegal. ¿Cuánto tiempo tiene para presentar una queja ante la Comisión de Relaciones Humanas de Florida?,No hay límite de tiempo,Ella debe presentar la solicitud inmediatamente después de la presunta violación,Tiene un año a partir de la fecha de la presunta discriminación,Esto no es una violación de la ley de Florida,3,,PREP-FL-Spanish Quizzes P.83.
¿Cuándo envían los condados de Florida las facturas de impuestos a la propiedad a los propietarios de viviendas?,El primero de enero de cada año,A finales de octubre de cada año,El primero de noviembre y el primero de abril de cada año,El primero de noviembre de cada año par,2,,PREP-FL-Spanish Quizzes P.84.
¿Qué es probable que suceda si un propietario no paga una evaluación autorizada a una asociación de propietarios?,La cuota impaga puede convertirse en un gravamen contra la propiedad.,La asociación puede imponer una venta fiscal sobre la propiedad,La asociación puede hacer que el alguacil desaloje al propietario de la vivienda,La propiedad puede ser dada de baja de la membresía de la asociación,1,,PREP-FL-Spanish Quizzes P.85.
A un solicitante sin licencia se le puede negar la licencia si se presentó como titular de una licencia antes de solicitar una licencia,durante los 5 años anteriores,en el plazo de 1 año,en un plazo de 2 años,en cualquier momento,2,,PREP-FL-Spanish Quizzes P.86.
Es posible que se exima de algunas tarifas a ciertas personas. La _______ no lo es uno de dichas tasas,Tasa de examen,Tarifa inicial de actividad sin licencia,Cuota de licencia inicial,Tarifa de solicitud inicial,1,,PREP-FL-Spanish Quizzes P.87.
¿Cuándo es una licencia de asociados de venta emitida?,Cuándo se aprueba la solicitud,Cuando se completa el curso de prelicencia,Cuando el solicitante aprueba el examen de licencia estatal,Cuando el solicitante se registra con un corredor empleador,3,,PREP-FL-Spanish Quizzes P.88.
Una licencia de inmueble deja de estar en vigor cuando,el titular de la licencia no completa la educación posterior a la licencia,el corredor con licencia cambia de dirección comercial,un asociado de ventas con licencia solicita una licencia de corredor,el licenciatario no renueva la licencia antes de la fecha de vencimiento,2,,PREP-FL-Spanish Quizzes P.89.
Si un licenciatario no renueva la licencia dentro de los 2 años posteriores a su involuntariamente inactivo,El titular de la licencia debe completar 12 horas de educación continua por cada año que la licencia estuvo inactiva,La licencia será revocada,La licencia queda nula y sin efecto,La licencia se considera en mora,3,,PREP-FL-Spanish Quizzes P.90.
Los requisitos de divulgación de Florida se aplican a:,Propiedad residencial no mejorada que se utilizará para cuatro o menos unidades,Todas las propiedades residenciales mejoradas con cinco o más unidades,Propiedad agrícola de 15 acres o menos,Propiedad industrial de 10 acres o menos,1,,PREP-FL-Spanish Quizzes P.91.
"Cuando ofreciendo una representación de valor, el corredor no puede",realizar un análisis comparativo de mercado,realizar una opinión sobre el precio del corredor,representar su propia opinión como una valoración,usar solo una encuesta de la propiedad,3,,PREP-FL-Spanish Quizzes P.92.
¿En cuál de las siguientes condiciones podría un soborno legal?,Cuando el corredor tiene un acuerdo comercial afiliado con un proveedor de servicios,Cuando todas las partes involucradas estén plenamente informadas del soborno,Cuando el soborno no es dinero en efectivo,Nunca,2,,PREP-FL-Spanish Quizzes P.93.
Un asociado de ventas o corredor asociado debe notificar al FREC de un cambio de corredor empleador dentro de ___ del cambio,Tres días,Una semana,10 días,30 días,3,,PREP-FL-Spanish Quizzes P.94.
¿Cuál de las siguientes entidades no puede registrarse como corretaje?,Corporación sin fines de lucro,Empresa conjunta,Sociedad comanditaria,Empresa individual,2,,PREP-FL-Spanish Quizzes P.95.
"Si un licenciatario no está de acuerdo con una orden de audiencia final, el licenciatario puede presentar una apelación dentro de _____days de recibir el pedido",10,20,30,60,3,,PREP-FL-Spanish Quizzes P.96.
¿Cuál de las siguientes entidades está autorizada a imponer sanciones penales?,FREC,Jueces administrativos,Juzgados penales,DRE,3,,PREP-FL-Spanish Quizzes P.97.
Inquilinos que han recibido un aviso para desalojar la unidad de alquiler por falta de pago del alquiler tienen_______ para desalojar,24 horas,3 dias,7 dias,30 dias,2,,PREP-FL-Spanish Quizzes P.98.
¿En qué tipo de comunidad existe un órgano de gobierno responsable de brindar servicios de desarrollo comunitario?,CDD,Asociación de Propietarios,Cooperativa,Condominio,1,,PREP-FL-Spanish Quizzes P.99.
"¿Cuál de las siguientes opciones describe mejor a la persona que es la ""causa procuradora"" de una transacción de venta?",La persona que conoció primero al comprador,El corredor que emplea al agente que hizo la venta,La persona que inició una serie de eventos que condujeron a una venta,El comprador,3,,PREP-FL-Spanish Quizzes P.100.
El uso principal de un número de parcela de asesor es,a efectos fiscales,para crear mapas de trazado,para identificar los límites de una propiedad,para realizar un seguimiento de las transferencias de propiedades,1,,PREP-FL-Spanish Quizzes P.101.
¿Cuál de las siguientes afirmaciones es verdadera?,La divulgación de la Ley Megan requiere que los vendedores les digan a los compradores exactamente dónde se encuentran los delincuentes sexuales cercanos,La divulgación del impuesto sobre la propiedad requiere que los vendedores informen a los compradores cuáles serán los impuestos sobre la propiedad en el futuro,La divulgación de la propiedad costera de Florida requiere documentación que indique la ubicación de la línea de control de construcción costera,La divulgación de eficiencia energética requiere que los vendedores proporcionen electrodomésticos de bajo consumo cuando vendan su propiedad,3,,PREP-FL-Spanish Quizzes P.102.
Florida impone un impuesto intangible a los,Obras,Préstamos hipotecarios,Escrituras y gravámenes,hipotecas y escrituras,2,,PREP-FL-Spanish Quizzes P.103.
"En Florida, un asistente personal sin licencia",Debe ser compensado como empleado,Puede ser compensado por una comisión,No puede ser una parte con licencia,"Puede realizar tareas administrativas, como la negociación de contratos",1,,PREP-FL-Spanish Quizzes P.104.
"En la venta de un negocio, los pasivos se consideran cuando",determinando la valoración de la empresa,preparando los documentos comerciales,preparándose para el cierre,cierre de la transacción,1,,PREP-FL-Spanish Quizzes P.105.
¿Qué es cierto respecto de la Ley del Cinturón Verde de Florida?,Los agricultores deben cumplir con el requisito de tamaño mínimo de tierra de Florida,La evaluación de la propiedad se basa en el mayor y mejor uso de la propiedad,El terreno debe ser clasificado cada año,Los propietarios deben residir en el terreno,3,,PREP-FL-Spanish Quizzes P.106.
¿Cuándo se coloca un gravamen superior sobre una propiedad por impuestos a la propiedad no pagados?,1 de abril siguiente al año fiscal,1 de enero siguiente al año fiscal,1 de noviembre del año fiscal,1 de marzo del año fiscal,2,,PREP-FL-Spanish Quizzes P.107.
"En Florida, cuando se compra un certificado de impuestos en una venta de certificados de impuestos, el certificado es válido para",1 año,2 años,7 años,10 años,3,,PREP-FL-Spanish Quizzes P.108.
¿Cuál de los siguientes es un requisito del NFIP específico para estructuras no residenciales en un área especial de riesgo de inundación?,Una base abierta elevada,Piso más bajo por encima de la elevación de inundación base,Estanco al agua por debajo de la elevación de la base de inundación,No hay requisitos específicos para las estructuras no residenciales,3,,PREP-FL-Spanish Quizzes P.109.
¿Cuál zona de inundación tiene el mayor riesgo de inundación?,Zona A,Zona R,Zona V,Zona Z,3,,PREP-FL-Spanish Quizzes P.110.
